Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Jivan Sobrinho-Wheeler,Timothy J. Toomey,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2020 #178,2020-07-27 Special,2020-07-27,28,Agenda Item,,,,Passed to a Second Reading,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2656&MediaPosition=&ID=12373&CssClass=,,"That the Cambridge City Council amend the Municipal Ordinances of the City of Cambridge to insert a new Chapter 8.71, entitled Tenants’ Rights and Resources Notification.  PASSED TO A SECOND READING IN COUNCIL JULY 27, 2020. TO BE ORDAINED ON OR AFTER SEPTEMBER 14, 2020"
CMA 2020 #175,2020-07-27 Special,2020-07-27,29,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2656&MediaPosition=&ID=12322&CssClass=,Health and Environment by Councillor Zondervan,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an updated response to Calendar Item #9, regarding Gas Infrastructure Ban."
CMA 2020 #176,2020-07-27 Special,2020-07-27,30,Transmitting Communication,,,E. Denise Simmons,Order Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2656&MediaPosition=&ID=12326&CssClass=,by councillor simmons,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a proposed restatement of and amendment to the Mayor’s Disaster Relief Account, entitled “The City of Cambridge Restated and Amended Mayor’s Disaster Relief Account” (“Account”).  CHARTER RIGHT EXERCISED BY COUNCILLOR SIMMONS IN COUNCIL JULY 27, 2020"
CMA 2020 #177,2020-07-27 Special,2020-07-27,31,Awaiting Report Response,,POR 2020 #146,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2656&MediaPosition=&ID=12332&CssClass=,to the public safety committee,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-34, regarding a report on an itemized statement of all materials, tools, and property owned by the Cambridge Police Department."
CMA 2020 #179,2020-08-03 Special,2020-08-03,1,Transmitting Communication,,,,Received,8-0-1,yes,yes,absent,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2707&MediaPosition=&ID=12405&CssClass=,Report received and Relocation approved,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a report received from the Board of Election Commissioners requesting the City Council vote to temporarily relocate polling sites in response to COVID-19."
CMA 2020 #180,2020-09-14 Regular,2020-09-14,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12546&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to an update on COVID-19."
CMA 2020 #181,2020-09-14 Regular,2020-09-14,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12491&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a Constable Without Power for a term of three years, effective January 1, 2020:  John Graziano"
CMA 2020 #182,2020-09-14 Regular,2020-09-14,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12495&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $52,158.29 received from the Massachusetts Department of Transportation (MassDOT), Shared Streets and Spaces Program Grant, to the Grant Fund Traffic, Parking, and Transportation Other Ordinary Maintenance account which will be used for expenses associated with the Starlight Square temporary place-keeping intervention in Municipal Parking Lot 5 in Central Square."
CMA 2020 #183,2020-09-14 Regular,2020-09-14,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12486&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY21 State 911 Department Training grant in the amount of $138,113 to the Grant Fund Emergency Communications Salary and Wages account ($92,735), and Grant Fund Emergency Communications Travel and Training account ($45,378) which will support training of Emergency Communications Center personnel, classroom fees, and training materials."
CMA 2020 #184,2020-09-14 Regular,2020-09-14,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12485&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY21 State 911 Department Support and Incentive Grant in the amount of $494,531 to the Grant Fund Emergency Communications Salaries and Wages account ($278,831), and to the Grant Fund Emergency Communications Other Ordinary Maintenance account ($215,700) which will support the costs of Emergency Communications Center personnel salaries and overtime and annual maintenance costs of dispatch-related software."
CMA 2020 #185,2020-09-14 Regular,2020-09-14,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12533&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $50,000 received through donations from Cambridge Savings Bank ($25,000) and Divco West/Cambridge Crossing ($25,000) to the Grant Fund Police Department Other Ordinary Maintenance account which will be used to cover costs associated with My Brother’s Keeper Summer Empowerment Program."
CMA 2020 #186,2020-09-14 Regular,2020-09-14,7,Awaiting Report Response,,POR 2020 #165,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12510&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-35, regarding an update on the Cambridge Police Patrol Officers' Association union contract negotiations."
CMA 2020 #187,2020-09-14 Regular,2020-09-14,8,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12508&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a new member of the Cambridge Water Board for a term of 5-years, effective September 14, 2020:  Michael J. McNeley"
CMA 2020 #188,2020-09-14 Regular,2020-09-14,9,Awaiting Report Response,,POR 2020 #171,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12509&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 20-38, regarding a report on lessons learned from 2016 and on plans in place to institute water savings measures and to inform the public as soon as practicable about the possibility of dry and drought conditions."
CMA 2020 #189,2020-09-14 Regular,2020-09-14,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12505&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $100,000, received from Harvard University, to the Grant Fund Human Service Programs Department Other Ordinary Maintenance account which combined with City funding of $150,000, will support the operation of the Y2Y Shelter from August through December."
CMA 2020 #190,2020-09-14 Regular,2020-09-14,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12506&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  the Low Income Heating Assistance Program grant in the amount of $100,218.00 funded by the Commonwealth of Massachusetts Department of Housing and Community Development (DHCD) to the Grant Fund Human Service Programs Salary and Wages account ($3,000.00), and to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($97,218.00) which will allow the operation of the Low Income Home Energy Assistance Program (LIHEAP) serving Cambridge and Somerville."
CMA 2020 #191,2020-09-14 Regular,2020-09-14,12,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12503&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $12,500 received from the Cambridge Housing Authority for the College Success Initiative (CSI), to the Grant Fund Human Service Department Programs Salary and Wages account which will be used to support a portion of the salary costs for one of the college success coaches to work with students attending Bunker Hill Community College and UMass Boston."
CMA 2020 #192,2020-09-14 Regular,2020-09-14,13,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12502&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $15,000 received from the Cambridge Community Foundation for the College Success Initiative (CSI), to the Grant Fund Human Service Department Programs Salary and Wages account which will be used to support part of the salary costs associated with a college success coach who will provide individualized college coaching for students attending UMass Boston and for graduates of the Community Learning Center’s Bridge to College program who attend Bunker Hill Community College."
CMA 2020 #193,2020-09-14 Regular,2020-09-14,14,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12497&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $83,650.00 received from the Cambridge Housing Authority for the Cambridge Employment Program, to the Grant Fund Human Service Department Programs Salary and Wages account which will be used to maintain the capacity of the Cambridge Employment Program by continuing to fund a vocational case manager to provide career counseling and case management services to Cambridge residents seeking employment, particularly those residing in public housing."
CMA 2020 #194,2020-09-14 Regular,2020-09-14,15,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12504&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Children’s Trust Fund grant for the Center for Families program in the amount of $36,750.00 to the Grant Fund Human Service Programs Salary and Wages account ($31,053.00) and the Grant Fund Human Service Programs Other Ordinary Maintenance account ($5,697.00) which will be used by the Center for Families to support family programs targeting parents of children up to eight years, which include a variety of family support and parent education programs and resources."
CMA 2020 #195,2020-09-14 Regular,2020-09-14,16,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12498&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Cambridge Public Health Department to the Moore Youth Center, in the amount of $750.00, to the Grant Fund Human Services Other Ordinary Maintenance account ($750.00) which will be used to continue the Teen Internship Program at the Moore Youth Center."
CMA 2020 #196,2020-09-14 Regular,2020-09-14,17,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12500&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $9,335.00, received from donations to Cambridge Individuals with Special Needs, to the Grant Fund Human Service Programs Department Other Ordinary Maintenance account which will be used to support participant and program needs including team uniforms, Special Olympic costs, theatrical production costs, mobility and physical therapy equipment, and art supplies."
CMA 2020 #197,2020-09-14 Regular,2020-09-14,18,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2687&MediaPosition=&ID=12499&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Shannon Grant received from the Metropolitan Mayors Coalition/Shannon Community Safety Initiative through the Executive Office of Public Safety for $24,040.00 to the Grant Fund Human Service Programs Salary and Wages account ($22,032.00) and to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($2,008.00) which will be used  to support the design and implementation of the City Peace program, a violence prevention peer leadership internship for teens through the Youth Centers."
