Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2018 #253,10,2018-10-29 Regular,2018-10-29,Marc C. McGovern,Timothy J. Toomey,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7869&CssClass=,That the City Manager and City staff be and hereby is requested to review its bidding process to improve outreach to local businesses on upcoming opportunities to contract for municipal business; to provide clarity on how to become a city vendor; to increasing access to information needed to compete for city business; and to build for accessibility at each stage of the contracting and bidding process.,8 MEMBERS
POR 2018 #254,11,2018-10-29 Regular,2018-10-29,Marc C. McGovern,"E. Denise Simmons,Sumbul Siddiqui,Alanna Mallon",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7874&CssClass=,That the City Manager is requested to send a letter to Enroot on behalf of the City and the Cambridge City Council encouraging them to work closely and collaboratively with their tenants during this pending transition and to consider ways in which they can maintain this building as a home for the non-profit community.,8 MEMBERS
POR 2018 #255,12,2018-10-29 Regular,2018-10-29,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7876&CssClass=,"That the City Manager is requested to direct the Traffic, Parking, and Transportation Department to schedule a walk down Rindge Avenue, covering at least from Haskell Street to Sherman Street, to analyze the congestion and intersections with interested residents to try to find mitigating solutions or to explain why mitigation may not be possible",8 MEMBERS
POR 2018 #256,13,2018-10-29 Regular,2018-10-29,Craig A. Kelley,Jan Devereux,,Yes,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7877&CssClass=,That the City Manager is requested to confer with City staff and report back to the City Council on the status of the Cambridge Street Bicycle Safety Demonstration Project and on any efforts to assess how successful the project has been and what lessons the City may learn from the project that may help inform street allocation and design decisions elsewhere.,8 MEMBERS
POR 2018 #257,14,2018-10-29 Regular,2018-10-29,Craig A. Kelley,Jan Devereux,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7878&CssClass=,That the City Manager is requested to confer with City staff and report back to the City Council on opportunities and plans to increase signage or other communication efforts to help ensure that all users of Brattle Street between Eliot and Mason Streets understand the cyclists may be using Brattle Street in the opposite direction of prevailing motor vehicle traffic.,8 MEMBERS
POR 2018 #258,15,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7879&CssClass=,"That the City Manager is requested to make the necessary arrangements to have the Health and Environment Committee hearing on November 7, 2018 at 1:00 p.m. televised in its entirety so that residents who are interested in the topic of the safety of natural gas infrastructure in Cambridge will be able to view the discussion on their own time.",8 MEMBERS
POR 2018 #259,16,2018-10-29 Regular,2018-10-29,Craig A. Kelley,Dennis J. Carlone,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7883&CssClass=,That the City Manager is requested to report back on the current status of the Surveillance Technology Ordinance and a date the City Council can expect an updated version of the proposed Ordinance.,8 MEMBERS
POR 2018 #260,17,2018-10-29 Regular,2018-10-29,Craig A. Kelley,"Dennis J. Carlone,Timothy J. Toomey",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7884&CssClass=,That the City Manager is requested to report back to the City Council on the current status of any City Hall renovation plans and a timeline of planned events.,8 MEMBERS
POR 2018 #261,18,2018-10-29 Regular,2018-10-29,Quinton Zondervan,"Jan Devereux,Dennis J. Carlone",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7889&CssClass=,"That the City Manager be and hereby is requested to direct the appropriate City departments to use the best available salt substitutes and additives, and apply all other appropriate chloride reduction practices this winter in all areas where salt may be damaging trees, including but not limited to Linear Park.",8 MEMBERS. 
POR 2018 #262,19,2018-10-29 Regular,2018-10-29,Quinton Zondervan,"Marc C. McGovern,Jan Devereux,Dennis J. Carlone",E. Denise Simmons,,Order Adopted,6-2-1,yes,yes,yes,yes,yes,no,absent,yes,absent,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7890&CssClass=,That the City Manager is requested to include protected bicycle infrastructure along the entire length of River Street as part of the FY20 River Street Redesign project.,EXERCISED BY COUNCILLOR SIMMONS
POR 2018 #263,20,2018-10-29 Regular,2018-10-29,Marc C. McGovern,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7907&CssClass=,That the 500-foot buffer in the Cannabis proposed zoning amendment be reduced to 300 feet in relation to K-12 schools and public youth facilities.,8 MEMBERS
POR 2018 #264,21,2018-10-29 Regular,2018-10-29,Marc C. McGovern,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7908&CssClass=,"That the City Manager be and hereby is requested to instruct City staff to provide zoning language for the Cannabis proposed zoning amendment to allow adult use cannabis establishments in BA-1, BA-2 and BA-3 districts.",8 MEMBERS
POR 2018 #265,22,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7909&CssClass=,"That the City Manager be and hereby is requested to instruct City staff to consider increasing the 5,000 square feet limitation for production facilities in the Cannabis proposed zoning amendment.",8 MEMBERS
POR 2018 #266,23,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7910&CssClass=,That the City Manager be and hereby is requested to instruct City staff to explore the possibility in the proposed Cannabis zoning amendment that adult use establishments integrate medical use establishment patients.,8 MEMBERS
POR 2018 #267,24,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7911&CssClass=,To strike ll.803.1 (b) (i) provision from the cannabis zoning proposed amendment.,8 MEMBERS
POR 2018 #268,25,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7912&CssClass=,"That the City Manager be and hereby is directed to instruct City staff to review the possibility to include ""social equity"" in section 11.803.1 (b) (ii) of the proposed cannabis zoning amendment.",8 MEMBERS
POR 2018 #269,26,2018-10-29 Regular,2018-10-29,Quinton Zondervan,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7913&CssClass=,That the City Manager be and hereby is requested to provide the City Council with a recommendation of potential City departments that could house the work for Indigenous Peoples’ Day,8 MEMBERS
POR 2018 #270,1,2018-11-05 Regular,2018-11-05,Alanna Mallon,"Jan Devereux,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7934&CssClass=,That the City Manager work with the Department of Human Services and Project Bread to fund additional City summer food sites and collaborate on creative and innovative ways to engage participants in programming that will increase the use of open food sites.,
POR 2018 #271,2,2018-11-05 Regular,2018-11-05,Alanna Mallon,"Marc C. McGovern,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7938&CssClass=,"That the City Manager work with the Fire Department to evaluate the existing capacity of fire stations in the Kendall Square area and whether a new fire station is needed, and if so, determining the feasibility of locating a plot of land for this use.",VV8
POR 2018 #272,3,2018-11-05 Regular,2018-11-05,Quinton Zondervan,"Jan Devereux,Sumbul Siddiqui,Dennis J. Carlone",E. Denise Simmons,,Order Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7962&CssClass=,"That the City Manager be and hereby is requested to conduct a comprehensive, independent planning, and parking study of the neighborhood and use of the First Street Garage",EXERCISED BY COUNCILLOR SIMMONS. ON ORDER AS AMENDED
POR 2018 #273,4,2018-11-05 Regular,2018-11-05,Quinton Zondervan,Jan Devereux,,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7975&CssClass=,Rethink Approach to Envision Cambridge,VV8. 1ST AMENDED COUNCILLOR MALLON. 2ND AMENDED COUNCILLOR ZONDERVAN
POR 2018 #274,5,2018-11-05 Regular,2018-11-05,Sumbul Siddiqui,,,,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7983&CssClass=,The City Manager be and hereby is requested to work with the Department of Public Works and the Department of Conservation and Recreation to monitor the site and ensure frequent trash removal and other measures are taken to maintain a clean and inviting area surrounding Jerry’s Pond,VV7
POR 2018 #275,1,2018-11-19 Regular,2018-11-19,Jan Devereux,Craig A. Kelley,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8011&CssClass=,"That the City Manager is requested to confer with the appropriate City departments to televise and record the joint Public Safety Committee and Transportation & Public Utilities Committee Hearing scheduled for Wednesday, November 28, 2018 at 3:00 p.m.",9 MEMBERS
POR 2018 #276,2,2018-11-19 Regular,2018-11-19,Timothy J. Toomey,,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8015&CssClass=,"That the City Manager is requested to instruct the Director of the Traffic, Parking and Transportation Department to consult with the Commonwealth of Massachusetts and the State Delegation representing Route 28, State Representative Mike Connolly and State Senator Sal DiDomenico, for an update on the bike lane installation, and measures and actions such as increased police enforcement of speed limits, to improve safety of Museum Way immediately with particular emphasis on the intersection of Museum Way and Route 28.",9 MEMBERS
POR 2018 #277,3,2018-11-19 Regular,2018-11-19,Alanna Mallon,Sumbul Siddiqui,,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8021&CssClass=,"That the City Manager work with the Traffic, Parking and Transportation Department to explore the possibility of posting a ""no trucks"" sign on Hancock Street.",9 MEMBERS
POR 2018 #278,4,2018-11-19 Regular,2018-11-19,Timothy J. Toomey,Marc C. McGovern,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8022&CssClass=,"That the City Manager is requested to instruct the Director of the Traffic, Parking and Transportation Department to amend the Traffic, Parking and Transportation Regulations Article XIV, Section 14.1 Stopping, Standing or Parking to allow for property owners to park in front of their private driveway.",9 MEMBERS
POR 2018 #279,5,2018-11-19 Regular,2018-11-19,Jan Devereux,"Sumbul Siddiqui,Craig A. Kelley",,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8032&CssClass=,"That the City Manager is requested to provide a progress report on the work of the Open Data Review Board and their strategic plan at a future public hearing of the Government Operations, Rules & Claims Committee.",9 MEMBERS
POR 2018 #280,6,2018-11-19 Regular,2018-11-19,E. Denise Simmons,Alanna Mallon,,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8035&CssClass=,"That the Chairs of the Human Services and Veterans Committee schedule a hearing and invite representatives of the Cambridge Health Alliance to discuss the lessons learned from a tragic occurrence of September 16, 2016 and to discuss what measures are being enacted to instill greater levels of confidence in local Cambridge Health Alliance health centers.",9 MEMBERS
POR 2018 #281,7,2018-11-19 Regular,2018-11-19,Craig A. Kelley,"Sumbul Siddiqui,Timothy J. Toomey,Jan Devereux",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8049&CssClass=,"That the Economic Development & University Relations Committee is requested to hold a public hearing to discuss the formation of a city commission dedicated to providing a forum for exploring and addressing the concerns of undergraduate, graduate, post-graduate and other post-high school students in Cambridge.",9 MEMBERS
POR 2018 #282,8,2018-11-19 Regular,2018-11-19,Alanna Mallon,"E. Denise Simmons,Jan Devereux,Sumbul Siddiqui",,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8051&CssClass=,"That the City Manager work with the Cambridge Arts Council, the Cambridge Women’s Commission, the Cambridge Historical Commission, the Department of Public Works, the Schlesinger Library, and other appropriate departments to establish a diverse commission to conduct the artist selection process and commission opportunity on behalf of the City, with the goal of acknowledging a more representative story of the 19th Amendment and highlighting the contributions of Cambridge women.",9 MEMBERS
POR 2018 #283,9,2018-11-19 Regular,2018-11-19,Alanna Mallon,"Sumbul Siddiqui,Jan Devereux,Marc C. McGovern",,,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8053&CssClass=,"That the City Manager is requested to work with CCTV to ensure funding for our municipal media services, and that the City Council go on record opposing a new FCC rule that would severely decrease funding for CCTV and 22CityView by allowing telecommunications companies to deduct in-kind services fees.",9 MEMBERS
POR 2018 #284,10,2018-11-19 Regular,2018-11-19,Timothy J. Toomey,,,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8054&CssClass=,That the City Manager is requested to inquire with the owners of Twin City Plaza about the leasing of parking spaces for construction vehicle storage instead of storing the vehicles on Gore Street.,9 MEMBERS
POR 2018 #285,11,2018-11-19 Regular,2018-11-19,E. Denise Simmons,Sumbul Siddiqui,,Yes,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2265&MediaPosition=&ID=8057&CssClass=,"That the Housing Committee Co-Chairs, in collaboration with the City Manager’s Office and the Office of the Mayor, be and hereby are requested to reach out to their counterparts in Boston and Somerville to convene a region-wide discussion about the affordable housing crisis.",9 MEMBERS
