Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Sponsor,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
RES 2018 #283,21,2018-09-17 Regular,2018-09-17,Retirement Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7617&CssClass=,Retirement of Dean Larson from the Broad Institute.,
RES 2018 #284,22,2018-09-17 Regular,2018-09-17,Congratulations,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7618&CssClass=,Congratulations to Cambridge Arts & Frames on the occasion of its' 10th anniversary.,
RES 2018 #285,23,2018-09-17 Regular,2018-09-17,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7622&CssClass=,Congratulations to Formaggio's Kitchen on its 40th Anniversary.,
RES 2018 #286,24,2018-09-17 Regular,2018-09-17,Congratulations,Jan Devereux,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7623&CssClass=,Congratulations to Green City Growers on their 10th anniversary.,
RES 2018 #287,25,2018-09-17 Regular,2018-09-17,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7624&CssClass=,Congratulations to Sarah Gyorog on her new position of Executive Director of Transition House.,
RES 2018 #288,26,2018-09-17 Regular,2018-09-17,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7625&CssClass=,Congratulations to Revival Cafe & Kitchen on their recent opening at 125 CambridgePark Drive.,
RES 2018 #289,27,2018-09-17 Regular,2018-09-17,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7627&CssClass=,Congratulations to Katrina Chu and Lee Pan on their recent marriage.,
RES 2018 #290,28,2018-09-17 Regular,2018-09-17,Congratulations,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7628&CssClass=,"Congratulations to the City of South Portland, Maine on a major climate change victory.",
RES 2018 #291,29,2018-09-17 Regular,2018-09-17,Retirement Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2258&MediaPosition=&ID=7632&CssClass=,"Retirement of William""Bill"" Dwyer from the Department of Public Works.",
RES 2018 #292,1,2018-09-24 Regular,2018-09-24,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2259&MediaPosition=&ID=7641&CssClass=,Resolution on the death of Frank Arabia.,
RES 2018 #293,2,2018-09-24 Regular,2018-09-24,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2259&MediaPosition=&ID=7657&CssClass=,That the City Council go on record welcoming Dr. James Barrett to his new role as Director of Clinical Services and wishing him success in this important job.,
RES 2018 #294,3,2018-09-24 Regular,2018-09-24,Congratulations,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2259&MediaPosition=&ID=7658&CssClass=,Congratulations to the State Representative Jay Livingstone and his family on the birth of Harry Dean Livingstone.,
RES 2018 #295,4,2018-09-24 Regular,2018-09-24,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2259&MediaPosition=&ID=7669&CssClass=,"Congratulations to Eric Gastfriend and DyanmiCare Health on being selected as one of twelve Phase-Two Prize Recipients in the Ohio Opioid Technology Challenge on September 12, 2018.",
RES 2018 #296,5,2018-09-24 Regular,2018-09-24,Death Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2259&MediaPosition=&ID=7677&CssClass=,Resolution on the death of Brian Dowley.,
RES 2018 #297,1,2018-10-01 Regular,2018-10-01,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7638&CssClass=,Resolution on the death of Cody Vendetti.,
RES 2018 #298,2,2018-10-01 Regular,2018-10-01,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7640&CssClass=,Resolution on the death of Nicola Biasella.,
RES 2018 #299,3,2018-10-01 Regular,2018-10-01,Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7682&CssClass=,Breast Cancer Awareness Month.,
RES 2018 #300,4,2018-10-01 Regular,2018-10-01,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7712&CssClass=,Resolution on the death of Nelia Baia.,
RES 2018 #301,5,2018-10-01 Regular,2018-10-01,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7714&CssClass=,"Resolution on the death of Jeffrey ""Jeff"" Culver.",
RES 2018 #302,6,2018-10-01 Regular,2018-10-01,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7715&CssClass=,"Resolution on the death of Kathleen ""Kay"" Foster.",
RES 2018 #303,7,2018-10-01 Regular,2018-10-01,Retirement Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7728&CssClass=,Retirement of Carole Sousa from the Department of Human Services.,
RES 2018 #304,8,2018-10-01 Regular,2018-10-01,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7730&CssClass=,"Congratulations to Betsy Bard, Vincent Ernest Siders on the play Act Up & Vote!",
RES 2018 #305,9,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7734&CssClass=,Happy Birthday wishes to Red T. Mitchell.,
RES 2018 #306,10,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7735&CssClass=,Happy Birthday wishes to Polly Allen.,
RES 2018 #307,11,2018-10-01 Regular,2018-10-01,Congratulations,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7736&CssClass=,"Congratulations to the East Cambridge Business Association on its successful 9th annual ""Smoke This Rib Fest.""",
RES 2018 #308,12,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7737&CssClass=,Happy Birthday wishes to Gina Dottin.,
RES 2018 #309,13,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7738&CssClass=,Happy Birthday wishes to Anthony Petruccelli.,
RES 2018 #310,14,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7739&CssClass=,Happy Birthday wishes to Reverend Lorraine Thornhill.,
RES 2018 #311,15,2018-10-01 Regular,2018-10-01,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7740&CssClass=,Happy Birthday wishes to Steven A. Tolman.,
RES 2018 #312,16,2018-10-01 Regular,2018-10-01,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7741&CssClass=,Happy 110th Anniversary to Saint Bartholomew's Church.,
RES 2018 #313,17,2018-10-01 Regular,2018-10-01,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7742&CssClass=,Congratulations to Adriane Musgrave and Brian Rogan on the birth of Maxton Musgrave Rogan.,
RES 2018 #314,18,2018-10-01 Regular,2018-10-01,Death Resolution,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2260&MediaPosition=&ID=7746&CssClass=,Resolution on the death of Helen Glikman.,
RES 2018 #315,1,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7639&CssClass=,"That the City Council welcome Garcia-Febo, President of the American Library Association, to the City of Cambridge.",
RES 2018 #316,2,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7754&CssClass=,Congratulations to State Senator Joe Boncore on his engagement to Christine Diarbakerly.,
RES 2018 #317,3,2018-10-15 Regular,2018-10-15,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7765&CssClass=,Congratulations to Timothy Sawyer for Winning 1st Place at the 2018 Portsmouth Maritime Folk Fest.,
RES 2018 #318,4,2018-10-15 Regular,2018-10-15,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7772&CssClass=,Congratulations to CCTV on its 30th anniversary and recognizing October 20th as National Community Media Day in Cambridge.,
RES 2018 #319,5,2018-10-15 Regular,2018-10-15,Congratulations,Alanna Mallon,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7773&CssClass=,Congratulations to Assistant City Manager for Human Services Ellen Semonoff on receiving the Rossi Award for Creative and Responsive Leadership.,
RES 2018 #320,6,2018-10-15 Regular,2018-10-15,Congratulations,Alanna Mallon,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7774&CssClass=,Congratulations to the Citywide Senior Center on the occasion of its 23rd Anniversary.,
RES 2018 #321,7,2018-10-15 Regular,2018-10-15,Congratulations,Jan Devereux,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7778&CssClass=,Congratulating Spaceus founders and team on their launch in Cambridge.,
RES 2018 #322,8,2018-10-15 Regular,2018-10-15,Congratulations,Jan Devereux,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7779&CssClass=,Congratulating The Dance Complex and Community Art Center on being named partners in the Barr-Klarman Massachusetts Initiative.,
RES 2018 #323,9,2018-10-15 Regular,2018-10-15,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7790&CssClass=,Resolution on the death of Hiram Travers.,
RES 2018 #324,10,2018-10-15 Regular,2018-10-15,Congratulations,Sumbul Siddiqui,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7791&CssClass=,Thanks to Dr. Mahzarin R. Banaji for her research on Implicit Bias.,
RES 2018 #325,11,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7797&CssClass=,"Congratulations to Amanda Escamilla, 2018 Cambridge Food Hero.",
RES 2018 #326,12,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7798&CssClass=,"Congratulations to Anna Pierce-Slive, 2018 Cambridge Food Hero.",
RES 2018 #327,13,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7799&CssClass=,"Congratulations to Darrin Korte, 2018 Cambridge Food Hero.",
RES 2018 #328,14,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7800&CssClass=,"Congratulations to Karen Jean Williams, 2018 Cambridge Food Hero.",
RES 2018 #329,15,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7801&CssClass=,"Congratulations to Kim DeAndrade, 2018 Cambridge Food Hero.",
RES 2018 #330,16,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7802&CssClass=,"Congratulations to Louisa Kasdon, 2018 Cambridge Food Hero.",
RES 2018 #331,17,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7803&CssClass=,"Congratulations to Motoy Kuno-Lewis, 2018 Cambridge Food Hero.",
RES 2018 #332,18,2018-10-15 Regular,2018-10-15,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7804&CssClass=,"Congratulations to the Somerville-Cambridge Elder Services Meals on Wheels Drivers, 2018 Cambridge Food Heroes.",
RES 2018 #333,19,2018-10-15 Regular,2018-10-15,Death Resolution,Timothy J. Toomey,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2261&MediaPosition=&ID=7809&CssClass=,"Resolution on the death of Paul J. Monagle, Sr.",
RES 2018 #334,1,2018-10-29 Regular,2018-10-29,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7805&CssClass=,Happy 145th Anniversary to St. Paul African Methodist Episcopal Church.,
RES 2018 #335,2,2018-10-29 Regular,2018-10-29,Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7826&CssClass=,Speedy recovery wishes to Kathleen Walcott.,
RES 2018 #336,3,2018-10-29 Regular,2018-10-29,Congratulations,Jan Devereux,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7828&CssClass=,Congratulations to Jennifer Gordon on receiving the Milken Educator Award.,
RES 2018 #337,4,2018-10-29 Regular,2018-10-29,Congratulations,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7835&CssClass=,Best wishes to Katie Belgard in her new endeavors.,
RES 2018 #338,5,2018-10-29 Regular,2018-10-29,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7844&CssClass=,Congratulations to Catherine Bohn and David Whelan on the birth of their daughter Kaia Skye.,
RES 2018 #339,6,2018-10-29 Regular,2018-10-29,Happy Birthday Resolution,E. Denise Simmons,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7855&CssClass=,Happy Birthday wishes to Mike Monestime.,
RES 2018 #340,7,2018-10-29 Regular,2018-10-29,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7873&CssClass=,"Resolution on the death of Joseph ""Joe"" Hall.",
RES 2018 #341,8,2018-10-29 Regular,2018-10-29,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7875&CssClass=,Resolution on the death of Fernando Costa.,
RES 2018 #342,9,2018-10-29 Regular,2018-10-29,Death Resolution,Timothy J. Toomey,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7880&CssClass=,Resolution on the death of Angelina Machado.,
RES 2018 #343,10,2018-10-29 Regular,2018-10-29,Congratulations,Marc C. McGovern,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7887&CssClass=,Congratulations to Eddie Palmieri on having the jazz section of La Fabrica Central Restaurant named in his honor.,
RES 2018 #344,11,2018-10-29 Regular,2018-10-29,Death Resolution,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7888&CssClass=,"Resolution on the death of Jie ""JJ"" Zhao.",
RES 2018 #345,12,2018-10-29 Regular,2018-10-29,Congratulations,Quinton Zondervan,Adopted,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2263&MediaPosition=&ID=7893&CssClass=,Best wishes to all Cambridge residents who will be celebrating Diwali.,
RES 2018 #346,1,2018-11-05 Regular,2018-11-05,Happy Birthday Resolution,Sumbul Siddiqui,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7935&CssClass=,Wishing Rachel Trudel a Happy Birthday,
RES 2018 #347,2,2018-11-05 Regular,2018-11-05,Congratulations,Sumbul Siddiqui,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7936&CssClass=,Veterans' Day Resolution,
RES 2018 #348,3,2018-11-05 Regular,2018-11-05,Congratulations,Marc C. McGovern,Adopted,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7937&CssClass=,Congratulating The Cambridge School on their 10th Anniversary,
RES 2018 #349,4,2018-11-05 Regular,2018-11-05,Congratulations,Alanna Mallon,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2264&MediaPosition=&ID=7939&CssClass=,"Congratulations to Melissa E. Carpenito, Erica M. Crane, Rebecca L. Skorker, and Erica L. Tompkins on their graduation from the Emergency Communications Dispatcher Academy",
