Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2018 #162,2018-06-25 Regular,2018-06-25,5,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7334&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a new member of the Police Review and Advisory Board for a term of five years, effective June 25, 2018:  Bet MacArthur"
CMA 2018 #163,2018-06-25 Regular,2018-06-25,6,Awaiting Report Response,,POR 2018 #57,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7309&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-26, regarding a report on providing easily accessible needle safety information on the City's website."
CMA 2018 #164,2018-06-25 Regular,2018-06-25,7,Awaiting Report Response,,POR 2017 #109,,Placed on File and Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7311&CssClass=,TO HEALTH & ENVIRONMENTAL COMMITTEE ON MOTION OF COUNCILLOR ZONDERVAN,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 17-33, regarding a report on supporting a goal of using 100% renewable energy by 2035."
CMA 2018 #165,2018-06-25 Regular,2018-06-25,8,Awaiting Report Response,,POR 2018 #102,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7310&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-42, regarding Autonomous Vehicles testing."
CMA 2018 #166,2018-06-25 Regular,2018-06-25,9,Awaiting Report Response,,POR 2018 #120,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7332&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-48, regarding a request for yield to Pedestrians signage in bike lines."
CMA 2018 #167,2018-06-25 Regular,2018-06-25,10,Awaiting Report Response,,POR 2018 #119,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7330&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-47, regarding a report on safety improvements at Brookline and Chestnut Streets."
CMA 2018 #168,2018-06-25 Regular,2018-06-25,11,Awaiting Report Response,,POR 2018 #146,,Placed on File and Referred,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7314&CssClass=,TO HOUSING COMMITTEE ON MOTION OF COUNCILLOR SIMMONS,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-59, regarding a report on collecting data from the Human Rights Commission on housing-related activities including number of housing related investigations, number of housing-related cases successfully mediated, relationships with regional housing-related organizations and successes and challenges of the Cambridge Fair Housing Ordinance."
CMA 2018 #169,2018-06-25 Regular,2018-06-25,12,Transmitting Communication,,,,Referred to Unfinished Busines,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7316&CssClass=,PASSED TO A SECOND READING,"A communication transmitted from Louis A. DePasquale, City Manager, relative to proposed amendments to the two following ordinances:   Chapter 2.76 of the Cambridge Municipal Code (the ""Human Rights Ordinance) and proposed amendments to Chapter 14.04 of the Cambridge Municipal Code (the ""Fair Housing Ordinance)."
CMA 2018 #170,2018-06-25 Regular,2018-06-25,13,Transmitting Communication,,,,Referred to Committee,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7362&CssClass=,ORDINANCE,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a revised draft of the proposed Surveillance Technology Ordinance."
CMA 2018 #171,2018-07-30 Regular,2018-07-30,1,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7460&CssClass=,5 ORDERS ADOPTED [8-0-1]. ,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to five orders requesting the transfer of unexpended bond proceeds borrowed to pay the costs of other capital projects."
CMA 2018 #181,2018-07-30 Regular,2018-07-30,6,Awaiting Report Response,,POR 2018 #168,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7428&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-71, regarding an update on leaf blower enforcement and registration data."
CMA 2018 #172,2018-07-30 Regular,2018-07-30,2,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7419&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Universal Pre-Kindergarten (UPK) grant for the King Open Preschool, the Martin Luther King Jr. Preschool and the Kennedy/Longfellow Preschool in the amount of $78,209.00 received from the Massachusetts Department of Early Education and Care to the Grant Fund Human Service Programs Salaries and Wages account ($7,180.00) and to the Other Ordinary Maintenance account ($71,029.00) which will be used to support and enhance the quality of education for preschool children in UPK classrooms through professional development, curriculum enrichment, and parent involvement."
CMA 2018 #173,2018-07-30 Regular,2018-07-30,3,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7423&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the transfer of $225,000 from the General Fund Employee Benefits Salary and Wages (Insurance) account to the General Fund Law Department Travel and Training (Judgment and Damages)  account to cover costs related to an employee claims settlement."
CMA 2018 #174,2018-07-30 Regular,2018-07-30,4,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7440&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a new member of the Open Data Review Board for a term of 2 years effective August 1, 2018:  Alisha Ukani"
CMA 2018 #175,2018-07-30 Regular,2018-07-30,5,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7452&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the Sophia Emperador as a new member of the Fresh Pond Advisory Board as the Public Planting Committee representative for a term of three years, effective August 1, 2018."
CMA 2018 #176,2018-07-30 Regular,2018-07-30,6,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7454&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of David Lyons as a new member of the Conservation Commission for a term of three years, effective August 1, 2018."
CMA 2018 #177,2018-07-30 Regular,2018-07-30,7,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7433&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of Omo Moses as a new member of the Library Board of Trustees for a term of three years, effective August 1, 2018."
CMA 2018 #178,2018-07-30 Regular,2018-07-30,8,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7432&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the renaming of the Beech Room at the Main Library as the Richard C. Rossi Room."
CMA 2018 #179,2018-07-30 Regular,2018-07-30,9,Awaiting Report Response,,POR 2018 #144,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7426&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-57, regarding a report on launching a program during the summer months to activate the front lawn of City Hall in the afternoons with games."
CMA 2018 #180,2018-07-30 Regular,2018-07-30,10,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7451&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to a supplemental appropriation from the Office of the Attorney General, Local Consumer Aid Fund for $11,000 to the Grant Fund License Commission (Consumer’s Council) Salaries and Wages account ($9,000), Other Ordinary Maintenance account ($1,500), and Travel and Training account ($500) to provide funds for the Consumers' Council to continue the mediation of consumer complaints from individuals in Cambridge as well as in Somerville, Arlington, Belmont, Watertown and Waltham which do not have their own complaint mediation program."
CMA 2018 #182,2018-07-30 Regular,2018-07-30,11,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7450&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY19 State 911 Department Training & Emergency Medical Dispatch/Regulatory Compliance grant for $41,222 to the Grant Fund Emergency Communications Salary and Wages account ($30,514.75), Grant Fund Emergency Communications Other Ordinary Maintenance account ($707.25), and Grant Fund Emergency Communications Travel and Training account ($10,000) which will support Emergency Communications dispatch training of Emergency Communications Center personnel, fees, and annual maintenance costs of dispatch-related software."
CMA 2018 #183,2018-07-30 Regular,2018-07-30,12,Appropriation,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7449&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an FY19 State 911 Department Support and Incentive Grant for $376,330 to the Grant Fund Emergency Communications Salaries and Wages account ($289,577.65), and to the Grant Fund Emergency Communications Other Ordinary Maintenance account ($86,752.35) which will support Emergency Communications dispatch training of Emergency Communications Center personnel, fees, and annual maintenance costs of dispatch-related software."
CMA 2018 #184,2018-07-30 Regular,2018-07-30,13,Awaiting Report Response,,POR 2018 #128,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7430&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-49, regarding a report on improved bicycle facilities in Porter Square."
CMA 2018 #185,2018-07-30 Regular,2018-07-30,14,Awaiting Report Response,,POR 2018 #52,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7429&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-24, regarding a report on safety improvements on Walden Street at the intersections of Concord Avenue, Garden Street, and Sherman Street."
CMA 2018 #186,2018-07-30 Regular,2018-07-30,15,Awaiting Report Response,,POR 2018 #139,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7431&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-55, regarding a report on improving road safety conditions on Clinton Street."
CMA 2018 #187,2018-07-30 Regular,2018-07-30,16,Awaiting Report Response,,POR 2018 #169,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7438&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-72, regarding a report on South Massachusetts Avenue project community outreach and engagement."
CMA 2018 #188,2018-07-30 Regular,2018-07-30,17,Awaiting Report Response,,POR 2018 #73,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7457&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-34, regarding a report on traffic calming on Museum Way."
CMA 2018 #189,2018-07-30 Regular,2018-07-30,18,Awaiting Report Response,,POR 2018 #140,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7434&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-56, regarding a report on LiDar and Tree Canopy Studies."
CMA 2018 #190,2018-07-30 Regular,2018-07-30,19,Awaiting Report Response,,POR 2018 #48,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7427&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-22, regarding drainage in the Cambridge Common."
CMA 2018 #191,2018-07-30 Regular,2018-07-30,20,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2186&MediaPosition=&ID=7425&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a Planning Board recommendation not to adopt the Douglas Brown, et al., Zoning Petition."
