Unique Identifier,Agenda Number,Meeting,Meeting Date,Category,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Description,Notes
RES 2022 #232,2,09/19/22 Regular,09/19/22,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16833&CssClass=,Resolution on the Death of Michael J. “Bo” Fields,
RES 2022 #233,3,09/19/22 Regular,09/19/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16834&CssClass=,Happy 90th Birthday to Ms. V,
RES 2022 #234,4,09/19/22 Regular,09/19/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16836&CssClass=,That the City Council go on record congratulating the 2022 YWCA Outstanding Women Honorees.,
RES 2022 #235,5,09/19/22 Regular,09/19/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16856&CssClass=,Happy Birthday wishes to Ilse Heyman.,
RES 2022 #236,6,09/19/22 Regular,09/19/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16884&CssClass=,Resolution on the death of Paul D. Powers.,
RES 2022 #237,7,09/19/22 Regular,09/19/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16911&CssClass=,That the City Council go on record congratulating Guitar Stop for their 60 years in business in Cambridge.,
RES 2022 #238,8,09/19/22 Regular,09/19/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16914&CssClass=,Resolution on the death of Sheila Brass.,
RES 2022 #239,9,09/19/22 Regular,09/19/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16896&CssClass=,"That the City Council go on record observing National Hispanic Heritage Month from September 15 – October 15, 2022.",
RES 2022 #240,10,09/19/22 Regular,09/19/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16917&CssClass=,Congratulations to Ms. Natalie Lang,
RES 2022 #241,11,09/19/22 Regular,09/19/22,Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16918&CssClass=,That the City Council go on record thanking Chief Gerard Mahoney for his service.,
RES 2022 #242,12,09/19/22 Regular,09/19/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4178&MediaPosition=&ID=16919&CssClass=,Happy 95th Birthday to Red T. Mitchell.,
RES 2022 #243,1,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16734&CssClass=,Congratulations on the retirement of Melissa Coco from the Cambridge Health Alliance.,
RES 2022 #244,2,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16735&CssClass=,Congratulations on the retirement of Brooke Coulter from the Cambridge Health Alliance.,
RES 2022 #245,3,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16736&CssClass=,Congratulations on the retirement of John Meucci from the Cambridge Public Schools.,
RES 2022 #246,4,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16920&CssClass=,Congratulations to Cambridge Police Lieutenant Joseph Murphy on the occasion of his promotion.,
RES 2022 #247,5,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16921&CssClass=,Congratulations to Cambridge Police Lieutenant Darlene Pearson on the occasion of her promotion.,
RES 2022 #248,6,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16922&CssClass=,Congratulations to Cambridge Police Sergeant Brian Hussey on the occasion of his promotion.,
RES 2022 #249,7,10/03/22 Regular,10/03/22,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16923&CssClass=,Congratulations to Ms. Margaret Unger who received a perfect score in her AP US Government and Politics exam.,
RES 2022 #250,8,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16930&CssClass=,Congratulations to Emilia Sousa on her retirement from the Cambridge Health Alliance.,
RES 2022 #251,9,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16935&CssClass=,Congratulations on the Retirement of Janet Snedeker from The Cambridge Public Schools,
RES 2022 #252,10,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16986&CssClass=,"Congratulations to Jennifer and Peter Crane on the birth of their daughter, Mariah Jude Crane.",
RES 2022 #253,11,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16931&CssClass=,Congratulations to Thomas Nunziato on the occasion of his retirement from the Department of Public Works.,
RES 2022 #254,12,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16933&CssClass=,Congratulations to Philip Rita on the occasion of his retirement from the Department of Human Services.,
RES 2022 #255,13,10/03/22 Regular,10/03/22,Congratulations,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16934&CssClass=,Congratulations to Kondeleye Ross-Johnson on the occasion of her retirement from the Cambridge Health Alliance.,
RES 2022 #256,14,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16936&CssClass=,Congratulations to Jay Stephens on the occasion of his retirement from the Cambridge Health Alliance.,
RES 2022 #257,15,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16937&CssClass=,Congratulations to Samuel Tripp on the occasion of his retirement from the Cambridge Health Alliance.,
RES 2022 #258,16,10/03/22 Regular,10/03/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16992&CssClass=,Congratulations to Sacred Heart of Jesus Parish on its 180th Anniversary.,
RES 2022 #259,17,10/03/22 Regular,10/03/22,Retirement Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=17004&CssClass=,Congratulations to Paula Cushner on the occasion of her retirement from the Cambridge Health Alliance.,
RES 2022 #260,18,10/03/22 Regular,10/03/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=17012&CssClass=,Happy 80th Birthday wishes to Bill Cunningham.,
RES 2022 #261,1,10/17/22 Regular,10/17/22,Death Resolution,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17027&CssClass=,Resolution on the death of Beverly Anne Courtney.,
RES 2022 #262,2,10/17/22 Regular,10/17/22,Congratulations,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17092&CssClass=,Congratulations to The Matignon School Celebrating its 75th Anniversary,
RES 2022 #263,3,10/17/22 Regular,10/17/22,Congratulations,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17107&CssClass=,Congratulations to Paul and Margaret Materazzo on Receiving the Cheverus Award,
RES 2022 #264,4,10/17/22 Regular,10/17/22,Agenda Item,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17109&CssClass=,That the City Council go on record thanking Joe Barr for his service.,
RES 2022 #265,5,10/17/22 Regular,10/17/22,Resolution,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17112&CssClass=,Support for Harvard Law Students Advocating for Reproductive Curriculum,
RES 2022 #266,6,10/17/22 Regular,10/17/22,Resolution,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17130&CssClass=,Resolution Wishing Jean McGuire a Swift Recovery,
RES 2022 #267,7,10/17/22 Regular,10/17/22,Congratulations,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17138&CssClass=,Congratulations to Jo-Ann and Neil Campbell on their 50th Wedding Anniversary,
RES 2022 #268,8,10/17/22 Regular,10/17/22,Resolution,Adopted as Amended,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17140&CssClass=,Resolution Re Renaming Vassal Lane Upper School,
RES 2022 #269,9,10/17/22 Regular,10/17/22,Death Resolution,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17141&CssClass=,Condolences To The Family of Randolph James Williams Jr.,
RES 2022 #270,1,10/24/22 Regular,10/24/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17163&CssClass=,Resolution on the death of Richard A. Ferreira.,
RES 2022 #271,2,10/24/22 Regular,10/24/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17171&CssClass=,Resolution on the death of Alfred M. DeVito Sr.,
RES 2022 #272,3,10/24/22 Regular,10/24/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17172&CssClass=,Resolution on the death of Nancy Price.,
RES 2022 #274,4,10/24/22 Regular,10/24/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17180&CssClass=,"Resolution on the death of Frank V. Gages, Jr. .",
RES 2022 #275,5,10/24/22 Regular,10/24/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17175&CssClass=,Congratulations to Officer Oswaldo Ortiz,
RES 2022 #276,6,10/24/22 Regular,10/24/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17176&CssClass=,Congratulations to Officer Michael Padua,
RES 2022 #277,7,10/24/22 Regular,10/24/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17177&CssClass=,Congratulations to Officers Charles McNeill and James Costa,
RES 2022 #278,8,10/24/22 Regular,10/24/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17190&CssClass=,Resolution on the death of Father John Horgan.,
RES 2022 #279,9,10/24/22 Regular,10/24/22,Retirement Resolution,Adopted as Amended,,yes,yes,yes,yes,yes,yes,,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17192&CssClass=,Retirement of Jane Hirschi from CitySprouts.,
RES 2022 #280,10,10/24/22 Regular,10/24/22,Death Resolution,Adopted as Amended,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17200&CssClass=,"Resolution on the death of John Jarcho, M.D.",
RES 2022 #281,11,10/24/22 Regular,10/24/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17201&CssClass=,Congratulations to Dr. Sally Kornbluth on being elected the 18th President of Massachusetts Institute of Technology.,
RES 2022 #283,1,10/31/22 Regular,10/31/22,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17011&CssClass=,Congratulations to Mary Ruggiero on her retirement from the Cambridge Public Schools.,
RES 2022 #282,2,10/31/22 Regular,10/31/22,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17250&CssClass=,"Resolution on the death of Andrew J. Aupperlee, Jr.",
RES 2022 #287,3,10/31/22 Regular,10/31/22,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17258&CssClass=,Resolution on the death of Rose Frances Hart.,
RES 2022 #284,4,10/31/22 Regular,10/31/22,Death Resolution,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17260&CssClass=,Resolution on the death of Fleurette M. Arseneault.,
RES 2022 #285,5,10/31/22 Regular,10/31/22,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17263&CssClass=,"Congratulations to Dr. Tiya Miles for having her book ""All That She Carried"" be named recipient of the 22nd Annual Massachusetts Book Award in Non-Fiction.",
RES 2022 #286,6,10/31/22 Regular,10/31/22,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17264&CssClass=,Congratulations to Chief Ranger Jean Rogers on her retirement from the Cambridge Water Department,
RES 2022 #288,7,10/31/22 Regular,10/31/22,Congratulations,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17269&CssClass=,Congratulations to Jefferson and Anna Smith on the new addition to their family and welcoming Esme Renee Smith to the world.,
RES 2022 #289,1,11/07/22 Regular,11/07/22,Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17334&CssClass=,Resolution Re Harvard Clerical and Technical Workers Union,
RES 2022 #290,2,11/07/22 Regular,11/07/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17348&CssClass=,Resolution on the death of Mary E. Hunter,
RES 2022 #291,3,11/07/22 Regular,11/07/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17371&CssClass=,Veterans Day,
RES 2022 #292,4,11/07/22 Regular,11/07/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17373&CssClass=,Congratulating Bom Dough,
RES 2022 #293,5,11/07/22 Regular,11/07/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17387&CssClass=,Congratulating Simeon and Dora Stefanidakis on Their Retirement,
RES 2022 #294,6,11/07/22 Regular,11/07/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17471&CssClass=,"That the City Council formally go on record in congratulating Becca and Bradley St. Amand on the birth of their daughter, Ella Madelyn",
RES 2022 #295,1,11/14/22 Regular,11/14/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17470&CssClass=,Welcome to Hot Chix,
RES 2022 #296,2,11/14/22 Regular,11/14/22,Congratulations,Adopted,,yes,yes,yes,yes,yes,yes,yes,yes,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17472&CssClass=,Congratulations to Maura Healey,
RES 2022 #297,3,11/14/22 Regular,11/14/22,Congratulations,Adopted,,yes,yes,yes,yes,yes,yes,yes,yes,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17473&CssClass=,Congratulations to Andrea Campbell,
RES 2022 #298,4,11/14/22 Regular,11/14/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17345&CssClass=,"Thanking Firefighter Menard, the Department of Public Health and The Cambridge Fire Department for Willing to go the Extra Mile to Ensure the Health of Its Residents",
RES 2022 #299,5,11/14/22 Regular,11/14/22,Death Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17487&CssClass=,"Resolution on the death of Patricia ""Patty"" A. (Gately) Ferolito.",
RES 2022 #300,1,11/21/22 Regular,11/21/22,Congratulations,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17510&CssClass=,Congratulations to Deputy Superintendent Rick Riley on his retirement from the Cambridge Police Department.,
RES 2022 #301,2,11/21/22 Regular,11/21/22,Happy Birthday Resolution,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17518&CssClass=,Happy 90th Birthday to Xonnabel Clark.,
