Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Yeas,Nays,Present,Absent,Recused,Link,Notes
CMA 2023 #195,2023-08-07 Special,2023-08-07,3,Awaiting Report Response,,,,Referred to the Petition,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20276&CssClass=,
CMA 2023 #196,2023-08-07 Special,2023-08-07,4,Transmitting Communication,,,,Referred to the Petition,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20299&CssClass=,
CMA 2023 #197,2023-08-07 Special,2023-08-07,5,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20256&CssClass=,
CMA 2023 #198,2023-08-07 Special,2023-08-07,6,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20254&CssClass=,
CMA 2023 #199,2023-08-07 Special,2023-08-07,7,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20253&CssClass=,
CMA 2023 #200,2023-08-07 Special,2023-08-07,8,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20249&CssClass=,
CMA 2023 #201,2023-08-07 Special,2023-08-07,9,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20250&CssClass=,
CMA 2023 #202,2023-08-07 Special,2023-08-07,10,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20251&CssClass=,
CMA 2023 #203,2023-08-07 Special,2023-08-07,11,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20275&CssClass=,
CMA 2023 #204,2023-08-07 Special,2023-08-07,12,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20255&CssClass=,Referred to Ordinance Committee
CMA 2023 #205,2023-08-07 Special,2023-08-07,13,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20247&CssClass=,
CMA 2023 #206,2023-08-07 Special,2023-08-07,14,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20248&CssClass=,
CMA 2023 #207,2023-08-07 Special,2023-08-07,15,Awaiting Report Response,AR-20-53,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20284&CssClass=,"Vote to accept Massachusetts General Law Chapter 23M. Original response in Council June 14, 2021"
CMA 2023 #208,2023-08-07 Special,2023-08-07,16,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20282&CssClass=,
CMA 2023 #209,2023-08-07 Special,2023-08-07,17,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20266&CssClass=,
CMA 2023 #210,2023-08-07 Special,2023-08-07,18,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20252&CssClass=,
CMA 2023 #211,2023-08-07 Special,2023-08-07,19,Awaiting Report Response,AR-23-42,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20258&CssClass=,
CMA 2023 #212,2023-08-07 Special,2023-08-07,20,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20259&CssClass=,
CMA 2023 #213,2023-08-07 Special,2023-08-07,21,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20280&CssClass=,
CMA 2023 #214,2023-08-07 Special,2023-08-07,22,Transmitting Communication,,POR 2022 #278,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20267&CssClass=,
CMA 2023 #215,2023-08-07 Special,2023-08-07,23,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20273&CssClass=,
CMA 2023 #216,2023-08-07 Special,2023-08-07,24,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20272&CssClass=,
CMA 2023 #217,2023-08-07 Special,2023-08-07,25,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20271&CssClass=,
CMA 2023 #218,2023-08-07 Special,2023-08-07,26,Transmitting Communication,,,,Adopted,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20286&CssClass=,Vote to allow the City Clerk to Transmit the Proposed Legislation
CMA 2023 #219,2023-08-07 Special,2023-08-07,27,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4353&MediaPosition=&ID=20281&CssClass=,
CMA 2023 #220,2023-08-23 Special,2023-08-23,1,Appropriation,,,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4418&MediaPosition=&ID=20388&CssClass=,
CMA 2023 #221,2023-09-11 Regular,2023-09-11,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20533&CssClass=,
CMA 2023 #222,2023-09-11 Regular,2023-09-11,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20530&CssClass=,
CMA 2023 #223,2023-09-11 Regular,2023-09-11,3,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20536&CssClass=,
CMA 2023 #224,2023-09-11 Regular,2023-09-11,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20520&CssClass=,
CMA 2023 #225,2023-09-11 Regular,2023-09-11,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20521&CssClass=,
CMA 2023 #226,2023-09-11 Regular,2023-09-11,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20522&CssClass=,
CMA 2023 #227,2023-09-11 Regular,2023-09-11,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20523&CssClass=,
CMA 2023 #228,2023-09-11 Regular,2023-09-11,8,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20524&CssClass=,
CMA 2023 #229,2023-09-11 Regular,2023-09-11,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20525&CssClass=,
CMA 2023 #230,2023-09-11 Regular,2023-09-11,10,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20526&CssClass=,
CMA 2023 #231,2023-09-11 Regular,2023-09-11,11,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20527&CssClass=,
CMA 2023 #232,2023-09-11 Regular,2023-09-11,12,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20528&CssClass=,
CMA 2023 #233,2023-09-11 Regular,2023-09-11,13,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20531&CssClass=,
CMA 2023 #234,2023-09-11 Regular,2023-09-11,14,Awaiting Report Response,,POR 2023 #133,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20537&CssClass=,
CMA 2023 #235,2023-09-11 Regular,2023-09-11,15,Awaiting Report Response,,POR 2023 #135,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20539&CssClass=,REFERRED TO ORDINANCE COMMITTEE AND PLANNING BOARD FOR HEARING AND REPORT
CMA 2023 #236,2023-09-11 Regular,2023-09-11,16,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20542&CssClass=,
CMA 2023 #237,2023-09-11 Regular,2023-09-11,17,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20549&CssClass=,
CMA 2023 #238,2023-09-11 Regular,2023-09-11,18,Appointment,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4384&MediaPosition=&ID=20519&CssClass=,REFERRED TO THE HOUSING COMMITTEE
CMA 2023 #239,2023-09-18 Regular,2023-09-18,1,Appointment,,,,Approved,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20577&CssClass=,
CMA 2023 #240,2023-09-18 Regular,2023-09-18,2,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20579&CssClass=,
CMA 2023 #241,2023-09-18 Regular,2023-09-18,3,Transmitting Communication,,,Quinton Zondervan,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20584&CssClass=,EXERCISED BY COUNCILLOR ZONDERVAN
CMA 2023 #242,2023-09-18 Regular,2023-09-18,4,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20627&CssClass=,
CMA 2023 #243,2023-09-18 Regular,2023-09-18,5,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20622&CssClass=,
CMA 2023 #244,2023-09-18 Regular,2023-09-18,6,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4385&MediaPosition=&ID=20708&CssClass=,
CMA 2023 #245,2023-10-02 Regular,2023-10-02,1,Transmitting Communication,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20791&CssClass=,
CMA 2023 #246,2023-10-02 Regular,2023-10-02,2,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20763&CssClass=,
CMA 2023 #247,2023-10-02 Regular,2023-10-02,3,Transmitting Communication,,,,Approved,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20759&CssClass=,RECOMMENDATION. PLACE ON FILE 9-0-0
CMA 2023 #248,2023-10-02 Regular,2023-10-02,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20762&CssClass=,
CMA 2023 #249,2023-10-02 Regular,2023-10-02,5,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20770&CssClass=,
CMA 2023 #251,2023-10-02 Regular,2023-10-02,6,Transmitting Communication,,,,Approved,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4386&MediaPosition=&ID=20796&CssClass=,ACCEPT AND APPROVE UPDATE SURVEILLANCE TECHNOLOGY IMPACT REPORT. PLACE ON FILE 9-0-0
CMA 2023 #252,2023-10-16 Regular,2023-10-16,1,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20873&CssClass=,APPROPRIATION ADOPTED
CMA 2023 #253,2023-10-16 Regular,2023-10-16,2,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20875&CssClass=,APPROPRIATION ADOPTED
CMA 2023 #254,2023-10-16 Regular,2023-10-16,3,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20876&CssClass=,
CMA 2023 #255,2023-10-16 Regular,2023-10-16,4,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20887&CssClass=,AND PLACE ON FILE
CMA 2023 #256,2023-10-16 Regular,2023-10-16,5,Awaiting Report Response,,POR 2023 #147,,Referred to Committee,8-1-0,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20874&CssClass=,ORDINANCE
CMA 2023 #257,2023-10-16 Regular,2023-10-16,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20871&CssClass=,AND ADOPTED
CMA 2023 #258,2023-10-16 Regular,2023-10-16,7,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20872&CssClass=,APPROPRIATION ADOPTED
CMA 2023 #259,2023-10-16 Regular,2023-10-16,8,Awaiting Report Response,AR-23-23,,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4387&MediaPosition=&ID=20884&CssClass=,
CMA 2023 #260,2023-10-30 Regular,2023-10-30,1,Appropriation,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21004&CssClass=,APPROPRIATION ADOPTED 8-0-1
CMA 2023 #261,2023-10-30 Regular,2023-10-30,2,Appropriation,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21005&CssClass=,APPROPRIATION ADOPTED 8-0-1
CMA 2023 #262,2023-10-30 Regular,2023-10-30,3,Awaiting Report Response,AR-23-19,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21064&CssClass=,
CMA 2023 #263,2023-10-30 Regular,2023-10-30,4,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20999&CssClass=,APPROPRIATION ADOPTED 9-0-0
CMA 2023 #264,2023-10-30 Regular,2023-10-30,5,Appropriation,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=20998&CssClass=,APPROPRIATION ADOPTED 8-0-1
CMA 2023 #265,2023-10-30 Regular,2023-10-30,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4389&MediaPosition=&ID=21060&CssClass=,
CMA 2023 #266,2023-11-06 Regular,2023-11-06,1,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21113&CssClass=,APPROPRIATION ADOPTED CMA
CMA 2023 #267,2023-11-06 Regular,2023-11-06,2,Awaiting Report Response,AR-23-61,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21112&CssClass=,
CMA 2023 #268,2023-11-06 Regular,2023-11-06,3,Awaiting Report Response,AR-23-65,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21114&CssClass=,"LEAVE BLOWER ORDINANCE LANGUAGE PASSED TO A SECOND READING 9-0-0 FINIALIZED IN COUNCIL NOVEMBER 6, 2023"
CMA 2023 #269,2023-11-06 Regular,2023-11-06,4,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21116&CssClass=,MOTION TO ACCEPT THE AMENDMENTS TO ORDINANCE #8 SUGGESTED BY CITY STAFF IN CMA 2023 #269 9-0-0
CMA 2023 #270,2023-11-06 Regular,2023-11-06,5,Awaiting Report Response,AR-23-63,,,Placed on File,Unanimous,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4390&MediaPosition=&ID=21117&CssClass=,MOTION TO ADOPT THE HOME RULE PETITION RELATED ORDER 9-0-0. . MOTION TO ACCEPT THE AMENDMENTS TO ORDINANCE #8 SUGGESTED BY CITY STAFF IN CMA 2023 #270 9-0-0. 
CMA 2023 #271,2023-11-20 Regular,2023-11-20,1,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21160&CssClass=,
CMA 2023 #272,2023-11-20 Regular,2023-11-20,2,Appropriation,,,Patricia Nolan,Appropriation Adopted cma Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21192&CssClass=,"CHARTER RIGHT EXERCISED BY COUNCILLOR NOLAN IN COUNCIL NOVEMBER 20, 2023"
CMA 2023 #273,2023-11-20 Regular,2023-11-20,3,Transmitting Communication,,,Paul F. Toner,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21172&CssClass=,"CHARTER RIGHT EXERCISED BY COUNCILLOR. TONER. IN COUNCIL NOVEMBER 20, 2023"
CMA 2023 #274,2023-11-20 Regular,2023-11-20,4,Awaiting Report Response,AR-23-72,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21168&CssClass=,
CMA 2023 #275,2023-11-20 Regular,2023-11-20,5,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21169&CssClass=,
CMA 2023 #276,2023-11-20 Regular,2023-11-20,6,Awaiting Report Response,,POR 2023 #207,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21173&CssClass=,
CMA 2023 #277,2023-11-20 Regular,2023-11-20,7,Transmitting Communication,,,,Placed on File,7-2-0,yes,yes,yes,no,yes,yes,yes,yes,no,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21178&CssClass=,
CMA 2023 #278,2023-11-20 Regular,2023-11-20,8,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21199&CssClass=,
CMA 2023 #279,2023-11-20 Regular,2023-11-20,9,Transmitting Communication,,,,Referred,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21171&CssClass=,CMA 2023 #279 TO ORDINANCE 2023 #11 FREEMEN COMMISSION ON UNFINISHED BUSINESS
CMA 2023 #280,2023-11-20 Regular,2023-11-20,10,Awaiting Report Response,AR-22-40,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21167&CssClass=,
CMA 2023 #281,2023-11-20 Regular,2023-11-20,11,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21184&CssClass=,
CMA 2023 #282,2023-11-20 Regular,2023-11-20,12,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4392&MediaPosition=&ID=21196&CssClass=,APPROPRIATION ADOPTED CMA PLACED ON FILE
CMA 2023 #283,2023-12-04 Regular,2023-12-04,1,Appointment,,,,Approved,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4394&MediaPosition=&ID=21421&CssClass=,VOTE TO
