"Unique Identifier","Agenda Number","Meeting","Meeting Date","Category","Awaiting Report","Policy Order","Charter Right","Outcome","Vote","Type of Vote","E. Denise Simmons","Marc C. McGovern","Burhan Azeem","Patricia Nolan","Sumbul Siddiqui","Paul F. Toner","Ayesha M. Wilson","Jivan Sobrinho-Wheeler","Catherine Zusy","Yeas","Nays","Present","Absent","Link","Summary"
"CMA 2025 #97","7","2025-04-28 Regular","45775","Appropriation","","","","Referred to Committee","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29306&CssClass=","Appropriation and authorization to borrow $27,500,000 to provide funds for the design and construction of surface enhancements and sewer and drainage infrastructure improvements in central square."
"CMA 2025 #98","8","2025-04-28 Regular","45775","Appropriation","","","","Referred to Committee","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29307&CssClass=","Appropriation and authorization to borrow $3,000,000 to provide funds for the sewer combined sewer overflow program and for planning and design of a floodwater storage tank."
"CMA 2025 #99","9","2025-04-28 Regular","45775","Appropriation","","","","Referred to Committee","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29308&CssClass=","Appropriation and authorization to borrow $7,500,000 to provide funds for the sewer capital repairs program and projects related to climate change preparedness efforts."
"CMA 2025 #100","10","2025-04-28 Regular","45775","Appropriation","","","","Referred to Committee","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29309&CssClass=","Appropriation and authorization to borrow $15,250,000 to provide funds for ozone generator replacement; lead service line replacement; and water works construction projects in coordination with dpw street restoration projects, which include repair and or replacement of water infrastructure at dana street, sciarappa street, massachusetts ave 4, haskell street and hillside avenue."
"CMA 2025 #101","11","2025-04-28 Regular","45775","Appropriation","","","","Referred to Committee","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29310&CssClass=","Appropriation and authorization to borrow $1,600,000 to provide funds for the design and construction of open space at wilder lee playground and play areas at 359 broadway."
"CMA 2025 #102","12","2025-04-28 Regular","45775","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29292&CssClass=","An update on summer 2025 programs."
"CMA 2025 #103","13","2025-04-28 Regular","45775","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29291&CssClass=","An update on the community safety department."
"CMA 2025 #104","14","2025-04-28 Regular","45775","Awaiting Report Response","","POR 2025 #14","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29289&CssClass=","Awaiting report item number 25-09, regarding protection of cambridge students and other bus riders."
"CMA 2025 #105","15","2025-04-28 Regular","45775","Awaiting Report Response","AR-25-8","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29285&CssClass=","Awaiting report item number 25-8, regarding a request to create a plan with a schedule and milestones to move forward with the creation of a municipal broadband network and present it for consideration by the council at a finance committee meeting in the context of capital projects for coming years."
"CMA 2025 #106","16","2025-04-28 Regular","45775","Appropriation","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29276&CssClass=","Appropriation of $15,000, to the grant fund police department other ordinary maintenance account ($11,000) and the grant fund police department salaries and wages account ($4,000). this is the third year of this multi-year grant. grant funds will be used for costs related to providing aftercare support and supplies for individuals as part of detox including clothing; supplies (including narcan) and personal hygiene products; transportation to treatment or clinical care services; assistance with vital documents to aid reinstatement of identification documents; and communication services so individuals can communicate with care providers."
"CMA 2025 #107","17","2025-04-28 Regular","45775","Awaiting Report Response","","POR 2025 #37","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29275&CssClass=","Awaiting report #25-21, regarding implementing an outreach and assistance campaign to assist with eviction records."
"CMA 2025 #108","18","2025-04-28 Regular","45775","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4650&MediaPosition=&ID=29313&CssClass=","A communication transmitted from yi-an huang, city manager regarding the transition wellness center (twc)."
"CMA 2025 #109","1","2025-05-05 Regular","45782","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29332&CssClass=","A federal update."
"CMA 2025 #110","2","2025-05-05 Regular","45782","Awaiting Report Response","","POR 2025 #24","","Adopted","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29346&CssClass=","Awaiting report item number 24-14, regarding a home rule petition allowing cambridge to end the practice of property owners passing on broker’s fees to tenants."
"CMA 2025 #111","3","2025-05-05 Regular","45782","Awaiting Report Response","AR-25-19","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29354&CssClass=","Awaiting report item number 25-19, which requested that the city manager provide a report that includes a summary of all requests for approval of surveillance technology impact reports (stirs) received by the city council since the last summary report date."
"CMA 2025 #112","4","2025-05-05 Regular","45782","Awaiting Report Response","","POR 2025 #19","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29290&CssClass=","Awaiting report item number 25-16, regarding mbta bus issues."
"CMA 2025 #113","5","2025-05-05 Regular","45782","Awaiting Report Response","AR-25-22","","","Tabled","","Roll Call","absent","yes","yes","yes","yes","yes","yes","yes","yes","Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Paul F. Toner, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","E. Denise Simmons","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29351&CssClass=","Awaiting report item number 25-22, regarding a request to work with the school department, the department of public works, and other relevant departments to open the publicly owned parking at the king open/cambridge street upper school complex for either residential free parking or commercial parking opportunities during “off” hours."
"CMA 2025 #114","6","2025-05-05 Regular","45782","Appointment","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29331&CssClass=","Appointment of subandha karmacharya as a member of the commission on immigrant rights and citizenship for a term of three years."
"CMA 2025 #115","7","2025-05-05 Regular","45782","Appointment","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29339&CssClass=","Appointment of carolyn zern as a member of the planning board for a term of five years."
"CMA 2025 #116","8","2025-05-05 Regular","45782","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29349&CssClass=","The planning board recommendation on the aho heights zoning petition."
"CMA 2025 #117","9","2025-05-05 Regular","45782","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4651&MediaPosition=&ID=29348&CssClass=","The prioritization of zoning priorities."
"CMA 2025 #118","1","2025-05-12 Regular","45789","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4652&MediaPosition=&ID=29450&CssClass=","Technical corrections that should be made to the floodplain zoning text."
"CMA 2025 #119","1","2025-05-19 Regular","45796","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29492&CssClass=","A  communication transmitted from yi-an huang, city manager, relative to a federal update."
"CMA 2025 #120","2","2025-05-19 Regular","45796","Appropriation","","","","Approved","","Roll Call","yes","yes","yes","yes","yes","absent","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Paul F. Toner","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29465&CssClass=","Appropriation of $100,000, received from a massachusetts electric vehicle incentive program (massevip) grant, to the grant fund community development department extraordinary expenditures account. funds will contribute to the installation of seven new level 2 electric vehicle charging heads."
"CMA 2025 #121","3","2025-05-19 Regular","45796","Appropriation","","","","Approved","","Roll Call","yes","yes","yes","yes","yes","absent","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Paul F. Toner","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29467&CssClass=","A transfer in the amount of $150,000, from the general fund fire salaries and wages account to the general fund fire other ordinary maintenance account. funds will be used to supplement the cost to equip 10 new firefighters with personal protective gear and equipment, and station uniforms.  we had an opportunity to increase the numbers of firefighters we had originally anticipated hiring due to unforeseen retirements.  these funds will cover the cost of medical exams, station uniforms, bunker gear and other required equipment for hire."
"CMA 2025 #122","4","2025-05-19 Regular","45796","Communication","","","","Placed on File","","Unanimous","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29491&CssClass=","A 5-year contract for aed installation and maintenance."
"CMA 2025 #123","5","2025-05-19 Regular","45796","Appropriation","","","","Approved","","Roll Call","yes","yes","yes","yes","yes","absent","yes","yes","yes","E. Denise Simmons, Marc C. McGovern, Burhan Azeem, Patricia Nolan, Sumbul Siddiqui, Ayesha M. Wilson, Jivan Sobrinho-Wheeler, Catherine Zusy","","","Paul F. Toner","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29468&CssClass=","Appropriation of $34,300, to the grant fund public celebrations (arts council) other ordinary maintenance account. funds will be used to support the arts council’s artist grant program which provides financial grant opportunities and partnership from cambridge arts."
"CMA 2025 #124","6","2025-05-19 Regular","45796","Appropriation","","","","Approved","","Voice Vote","","","","","","","","","","","","","","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29469&CssClass=","Appropriation of $298,794.13, funded by the executive office of housing and livable communities (eohlc), to the grant fund department of human service programs other ordinary maintenance account. funds will be used for emergency shelter operating costs at the cambridge salvation army men’s shelter. additionally, funds will be used towards workforce development costs for the shelter’s direct line staff."
